birth_year,birth_defect_name,sex,residence,birth_defect_count,live_births,prevalence_per_10k_live_births
1992,Ventricular septal defect,All,All,954,287481,33.18
1992,Atrial septal defect,All,All,409,287481,14.23
1992,"Atrioventricular septal defect (Endocardial
cushion defect)",All,All,92,287481,3.2
1992,Pulmonary valve atresia and stenosis,All,All,233,287481,8.1
1992,Pulmonary valve atresia,All,All,17,287481,0.59
1992,Tricuspid valve atresia and stenosis,All,All,30,287481,1.04
1992,Tricuspid valve atresia,All,All,17,287481,0.59
1992,Ebstein anomaly,All,All,6,287481,0.21
1992,Aortic valve stenosis,All,All,45,287481,1.57
1992,Hypoplastic left heart syndrome,All,All,52,287481,1.81
1992,Coarctation of the aorta,All,All,107,287481,3.72
1992,Total anomalous pulmonary venous connection,All,All,27,287481,0.94
1992,Cleft palate alone,All,All,149,287481,5.18
1992,Choanal atresia,All,All,70,287481,2.43
1992,Esophageal atresia/tracheoesophageal fistula,All,All,84,287481,2.92
1992,Rectal and large intestinal atresia/stenosis,All,All,120,287481,4.17
1992,Biliary atresia,All,All,37,287481,1.29
1992,Renal agenesis/hypoplasia,All,All,86,287481,2.99
1992,Bladder exstrophy,All,All,8,287481,0.28
1992,Gastroschisis,All,All,36,287481,1.25
1992,Omphalocele,All,All,41,287481,1.43
1992,Diaphragmatic hernia,All,All,60,287481,2.09
1992,Trisomy 13,All,All,26,287481,0.9
1992,Trisomy 21 (Down syndrome),All,All,323,287481,11.24
1992,Trisomy 18,All,All,39,287481,1.36
1992,Hypospadias,All,All,978,287481,34.02
1992,Turner syndrome,All,All,14,287481,0.49
1992,Deletion 22q11.2,All,All,10,287481,0.35
1992,Limb deficiencies (reduction defects),All,All,127,287481,4.42
1992,Craniosynostosis,All,All,120,287481,4.17
1992,Clubfoot,All,All,372,287481,12.94
1992,Congenital posterior urethral valves,All,All,21,287481,0.73
1992,Small intestinal atresia/stenosis,All,All,101,287481,3.51
1992,Cleft lip alone,All,All,68,287481,2.37
1992,Cleft lip with cleft palate,All,All,164,287481,5.7
1992,Single ventricle,All,All,30,287481,1.04
1992,Interrupted aortic arch,All,All,19,287481,0.66
1992,Double outlet right ventricle,All,All,74,287481,2.57
1992,Holoprosencephaly,All,All,13,287481,0.45
1992,Anencephalus,All,"NYS excluding
NYC",14,155907,0.9
1992,Spina bifida without anencephalus,All,"NYS excluding
NYC",55,155907,3.53
1992,Encephalocele,All,"NYS excluding
NYC",13,155907,0.83
1992,Anophthalmia/microphthalmia,All,"NYS excluding
NYC",22,155907,1.41
1992,Congenital cataract,All,"NYS excluding
NYC",36,155907,2.31
1992,Anotia/microtia,All,"NYS excluding
NYC",19,155907,1.22
1992,Common truncus (truncus arteriosus),All,"NYS excluding
NYC",17,155907,1.09
1992,Transposition of the great arteries (TGA),All,"NYS excluding
NYC",19,155907,1.22
1992,Dextro-transposition of great arteries (d-TGA),All,"NYS excluding
NYC",16,155907,1.03
1992,Tetralogy of Fallot,All,"NYS excluding
NYC",85,155907,5.45
1992,Ventricular septal defect,All,"NYS excluding
NYC",537,155907,34.44
1992,Atrial septal defect,All,"NYS excluding
NYC",168,155907,10.78
1992,"Atrioventricular septal defect (Endocardial
cushion defect)",All,"NYS excluding
NYC",49,155907,3.14
1992,Pulmonary valve atresia and stenosis,All,"NYS excluding
NYC",114,155907,7.31
1992,Pulmonary valve atresia,All,"NYS excluding
NYC",7,155907,0.45
1992,Tricuspid valve atresia and stenosis,All,"NYS excluding
NYC",14,155907,0.9
1992,Tricuspid valve atresia,All,"NYS excluding
NYC",7,155907,0.45
1992,Ebstein anomaly,All,"NYS excluding
NYC",3,155907,0.19
1992,Aortic valve stenosis,All,"NYS excluding
NYC",31,155907,1.99
1992,Hypoplastic left heart syndrome,All,"NYS excluding
NYC",31,155907,1.99
1992,Coarctation of the aorta,All,"NYS excluding
NYC",64,155907,4.11
1992,Total anomalous pulmonary venous connection,All,"NYS excluding
NYC",21,155907,1.35
1992,Cleft palate alone,All,"NYS excluding
NYC",91,155907,5.84
1992,Choanal atresia,All,"NYS excluding
NYC",45,155907,2.89
1992,Esophageal atresia/tracheoesophageal fistula,All,"NYS excluding
NYC",47,155907,3.01
1992,Rectal and large intestinal atresia/stenosis,All,"NYS excluding
NYC",74,155907,4.75
1992,Biliary atresia,All,"NYS excluding
NYC",14,155907,0.9
1992,Renal agenesis/hypoplasia,All,"NYS excluding
NYC",49,155907,3.14
1992,Bladder exstrophy,All,"NYS excluding
NYC",5,155907,0.32
1992,Gastroschisis,All,"NYS excluding
NYC",18,155907,1.15
1992,Omphalocele,All,"NYS excluding
NYC",28,155907,1.8
1992,Diaphragmatic hernia,All,"NYS excluding
NYC",34,155907,2.18
1992,Trisomy 13,All,"NYS excluding
NYC",9,155907,0.58
1992,Trisomy 21 (Down syndrome),All,"NYS excluding
NYC",153,155907,9.81
1992,Trisomy 18,All,"NYS excluding
NYC",16,155907,1.03
1992,Hypospadias,All,"NYS excluding
NYC",588,155907,37.71
1992,Turner syndrome,All,"NYS excluding
NYC",12,155907,0.77
1992,Deletion 22q11.2,All,"NYS excluding
NYC",5,155907,0.32
1992,Limb deficiencies (reduction defects),All,"NYS excluding
NYC",80,155907,5.13
1992,Craniosynostosis,All,"NYS excluding
NYC",79,155907,5.07
1992,Clubfoot,All,"NYS excluding
NYC",183,155907,11.74
1992,Congenital posterior urethral valves,All,"NYS excluding
NYC",14,155907,0.9
1992,Small intestinal atresia/stenosis,All,"NYS excluding
NYC",51,155907,3.27
1992,Cleft lip alone,All,"NYS excluding
NYC",40,155907,2.57
1992,Cleft lip with cleft palate,All,"NYS excluding
NYC",99,155907,6.35
1992,Single ventricle,All,"NYS excluding
NYC",18,155907,1.15
1992,Interrupted aortic arch,All,"NYS excluding
NYC",9,155907,0.58
1992,Double outlet right ventricle,All,"NYS excluding
NYC",46,155907,2.95
1992,Holoprosencephaly,All,"NYS excluding
NYC",5,155907,0.32
1993,Anencephalus,All,NYC,9,129546,0.69
1993,Spina bifida without anencephalus,All,NYC,39,129546,3.01
1993,Encephalocele,All,NYC,9,129546,0.69
1993,Anophthalmia/microphthalmia,All,NYC,22,129546,1.7
1993,Congenital cataract,All,NYC,18,129546,1.39
1993,Anotia/microtia,All,NYC,12,129546,0.93
1993,Common truncus (truncus arteriosus),All,NYC,11,129546,0.85
1993,Transposition of the great arteries (TGA),All,NYC,12,129546,0.93
1993,Dextro-transposition of great arteries (d-TGA),All,NYC,9,129546,0.69
1993,Tetralogy of Fallot,All,NYC,67,129546,5.17
1993,Ventricular septal defect,All,NYC,393,129546,30.34
1993,Atrial septal defect,All,NYC,297,129546,22.93
1993,"Atrioventricular septal defect (Endocardial
cushion defect)",All,NYC,42,129546,3.24
1993,Pulmonary valve atresia and stenosis,All,NYC,129,129546,9.96
1993,Pulmonary valve atresia,All,NYC,12,129546,0.93
1993,Tricuspid valve atresia and stenosis,All,NYC,13,129546,1
1993,Tricuspid valve atresia,All,NYC,6,129546,0.46
1993,Ebstein anomaly,All,NYC,5,129546,0.39
1993,Aortic valve stenosis,All,NYC,16,129546,1.24
1993,Hypoplastic left heart syndrome,All,NYC,18,129546,1.39
1993,Coarctation of the aorta,All,NYC,40,129546,3.09
1993,Total anomalous pulmonary venous connection,All,NYC,6,129546,0.46
1993,Cleft palate alone,All,NYC,67,129546,5.17
1993,Choanal atresia,All,NYC,22,129546,1.7
1993,Esophageal atresia/tracheoesophageal fistula,All,NYC,28,129546,2.16
1993,Rectal and large intestinal atresia/stenosis,All,NYC,43,129546,3.32
1993,Biliary atresia,All,NYC,16,129546,1.24
1993,Renal agenesis/hypoplasia,All,NYC,37,129546,2.86
1993,Bladder exstrophy,All,NYC,2,129546,0.15
1993,Gastroschisis,All,NYC,9,129546,0.69
1993,Omphalocele,All,NYC,15,129546,1.16
1993,Diaphragmatic hernia,All,NYC,19,129546,1.47
1993,Trisomy 13,All,NYC,14,129546,1.08
1993,Trisomy 21 (Down syndrome),All,NYC,125,129546,9.65
1993,Trisomy 18,All,NYC,11,129546,0.85
1993,Hypospadias,All,NYC,388,129546,29.95
1993,Turner syndrome,All,NYC,14,129546,1.08
1993,Deletion 22q11.2,All,NYC,5,129546,0.39
1993,Limb deficiencies (reduction defects),All,NYC,44,129546,3.4
1993,Craniosynostosis,All,NYC,38,129546,2.93
1993,Clubfoot,All,NYC,145,129546,11.19
1993,Congenital posterior urethral valves,All,NYC,13,129546,1
1993,Small intestinal atresia/stenosis,All,NYC,40,129546,3.09
1993,Cleft lip alone,All,NYC,24,129546,1.85
1993,Cleft lip with cleft palate,All,NYC,35,129546,2.7
1993,Single ventricle,All,NYC,13,129546,1
1993,Interrupted aortic arch,All,NYC,8,129546,0.62
1993,Double outlet right ventricle,All,NYC,27,129546,2.08
1993,Holoprosencephaly,All,NYC,3,129546,0.23
1993,Anencephalus,Male,All,7,144656,0.48
1993,Spina bifida without anencephalus,Male,All,33,144656,2.28
1993,Encephalocele,Male,All,9,144656,0.62
1993,Anophthalmia/microphthalmia,Male,All,20,144656,1.38
1993,Congenital cataract,Male,All,24,144656,1.66
1993,Anotia/microtia,Male,All,16,144656,1.11
1993,Common truncus (truncus arteriosus),Male,All,19,144656,1.31
1993,Transposition of the great arteries (TGA),Male,All,17,144656,1.18
1993,Dextro-transposition of great arteries (d-TGA),Male,All,14,144656,0.97
1993,Tetralogy of Fallot,Male,All,74,144656,5.12
1993,Ventricular septal defect,Male,All,453,144656,31.32
1993,Atrial septal defect,Male,All,257,144656,17.77
1993,"Atrioventricular septal defect (Endocardial
cushion defect)",Male,All,59,144656,4.08
1993,Pulmonary valve atresia and stenosis,Male,All,133,144656,9.19
1993,Pulmonary valve atresia,Male,All,13,144656,0.9
1993,Tricuspid valve atresia and stenosis,Male,All,19,144656,1.31
1993,Tricuspid valve atresia,Male,All,13,144656,0.9
1993,Ebstein anomaly,Male,All,6,144656,0.41
1993,Aortic valve stenosis,Male,All,27,144656,1.87
1993,Hypoplastic left heart syndrome,Male,All,27,144656,1.87
1993,Coarctation of the aorta,Male,All,71,144656,4.91
1993,Total anomalous pulmonary venous connection,Male,All,12,144656,0.83
1993,Cleft palate alone,Male,All,72,144656,4.98
1993,Choanal atresia,Male,All,28,144656,1.94
1993,Esophageal atresia/tracheoesophageal fistula,Male,All,35,144656,2.42
1993,Rectal and large intestinal atresia/stenosis,Male,All,67,144656,4.63
1993,Biliary atresia,Male,All,18,144656,1.24
1993,Renal agenesis/hypoplasia,Male,All,41,144656,2.83
1993,Bladder exstrophy,Male,All,4,144656,0.28
1993,Gastroschisis,Male,All,23,144656,1.59
1993,Omphalocele,Male,All,29,144656,2
1993,Diaphragmatic hernia,Male,All,37,144656,2.56
1993,Trisomy 13,Male,All,19,144656,1.31
1993,Trisomy 21 (Down syndrome),Male,All,161,144656,11.13
1993,Trisomy 18,Male,All,7,144656,0.48
1993,Hypospadias,Male,All,954,144656,65.95
1993,Deletion 22q11.2,Male,All,7,144656,0.48
1993,Limb deficiencies (reduction defects),Male,All,71,144656,4.91
1993,Craniosynostosis,Male,All,99,144656,6.84
1993,Clubfoot,Male,All,194,144656,13.41
1993,Congenital posterior urethral valves,Male,All,23,144656,1.59
1993,Small intestinal atresia/stenosis,Male,All,46,144656,3.18
1993,Cleft lip alone,Male,All,42,144656,2.9
1993,Cleft lip with cleft palate,Male,All,81,144656,5.6
1993,Single ventricle,Male,All,19,144656,1.31
1993,Interrupted aortic arch,Male,All,6,144656,0.41
1993,Double outlet right ventricle,Male,All,29,144656,2
1993,Holoprosencephaly,Male,All,3,144656,0.21
1993,Anencephalus,Female,All,17,137670,1.23
1993,Spina bifida without anencephalus,Female,All,45,137670,3.27
1993,Encephalocele,Female,All,8,137670,0.58
1993,Anophthalmia/microphthalmia,Female,All,17,137670,1.23
1993,Congenital cataract,Female,All,23,137670,1.67
1993,Anotia/microtia,Female,All,12,137670,0.87
1993,Common truncus (truncus arteriosus),Female,All,7,137670,0.51
1993,Transposition of the great arteries (TGA),Female,All,12,137670,0.87
1993,Dextro-transposition of great arteries (d-TGA),Female,All,9,137670,0.65
1993,Tetralogy of Fallot,Female,All,58,137670,4.21
1993,Ventricular septal defect,Female,All,495,137670,35.96
1993,Atrial septal defect,Female,All,265,137670,19.25
1993,"Atrioventricular septal defect (Endocardial
cushion defect)",Female,All,50,137670,3.63
1993,Pulmonary valve atresia and stenosis,Female,All,127,137670,9.22
1993,Pulmonary valve atresia,Female,All,9,137670,0.65
1993,Tricuspid valve atresia and stenosis,Female,All,13,137670,0.94
1993,Tricuspid valve atresia,Female,All,9,137670,0.65
1993,Ebstein anomaly,Female,All,9,137670,0.65
1993,Aortic valve stenosis,Female,All,9,137670,0.65
1993,Hypoplastic left heart syndrome,Female,All,17,137670,1.23
1993,Coarctation of the aorta,Female,All,41,137670,2.98
1993,Total anomalous pulmonary venous connection,Female,All,9,137670,0.65
1993,Cleft palate alone,Female,All,92,137670,6.68
1993,Choanal atresia,Female,All,26,137670,1.89
1993,Esophageal atresia/tracheoesophageal fistula,Female,All,30,137670,2.18
1993,Rectal and large intestinal atresia/stenosis,Female,All,45,137670,3.27
1993,Biliary atresia,Female,All,14,137670,1.02
1993,Renal agenesis/hypoplasia,Female,All,31,137670,2.25
1993,Bladder exstrophy,Female,All,6,137670,0.44
1993,Gastroschisis,Female,All,15,137670,1.09
1993,Omphalocele,Female,All,10,137670,0.73
1993,Diaphragmatic hernia,Female,All,23,137670,1.67
1993,Trisomy 13,Female,All,9,137670,0.65
1993,Trisomy 21 (Down syndrome),Female,All,155,137670,11.26
1993,Trisomy 18,Female,All,24,137670,1.74
1993,Turner syndrome,Female,All,23,137670,1.67
1993,Deletion 22q11.2,Female,All,4,137670,0.29
1993,Limb deficiencies (reduction defects),Female,All,44,137670,3.2
1993,Craniosynostosis,Female,All,38,137670,2.76
1993,Clubfoot,Female,All,124,137670,9.01
1993,Small intestinal atresia/stenosis,Female,All,45,137670,3.27
1993,Cleft lip alone,Female,All,22,137670,1.6
1993,Cleft lip with cleft palate,Female,All,39,137670,2.83
1993,Single ventricle,Female,All,15,137670,1.09
1993,Interrupted aortic arch,Female,All,10,137670,0.73
1993,Double outlet right ventricle,Female,All,29,137670,2.11
1993,Holoprosencephaly,Female,All,5,137670,0.36
1993,Anencephalus,All,All,24,282326,0.85
1993,Spina bifida without anencephalus,All,All,78,282326,2.76
1993,Encephalocele,All,All,17,282326,0.6
1993,Anophthalmia/microphthalmia,All,All,37,282326,1.31
1993,Congenital cataract,All,All,47,282326,1.66
1993,Anotia/microtia,All,All,28,282326,0.99
1993,Common truncus (truncus arteriosus),All,All,26,282326,0.92
1993,Transposition of the great arteries (TGA),All,All,29,282326,1.03
1993,Dextro-transposition of great arteries (d-TGA),All,All,23,282326,0.81
1993,Tetralogy of Fallot,All,All,132,282326,4.68
1993,Ventricular septal defect,All,All,948,282326,33.58
1993,Atrial septal defect,All,All,522,282326,18.49
1993,"Atrioventricular septal defect (Endocardial
cushion defect)",All,All,109,282326,3.86
1993,Pulmonary valve atresia and stenosis,All,All,260,282326,9.21
1993,Pulmonary valve atresia,All,All,22,282326,0.78
1993,Tricuspid valve atresia and stenosis,All,All,32,282326,1.13
1993,Tricuspid valve atresia,All,All,22,282326,0.78
1993,Ebstein anomaly,All,All,15,282326,0.53
1993,Aortic valve stenosis,All,All,36,282326,1.28
1993,Hypoplastic left heart syndrome,All,All,44,282326,1.56
1993,Coarctation of the aorta,All,All,112,282326,3.97
1993,Total anomalous pulmonary venous connection,All,All,21,282326,0.74
1993,Cleft palate alone,All,All,164,282326,5.81
1993,Choanal atresia,All,All,54,282326,1.91
1993,Esophageal atresia/tracheoesophageal fistula,All,All,65,282326,2.3
1993,Rectal and large intestinal atresia/stenosis,All,All,112,282326,3.97
1993,Biliary atresia,All,All,32,282326,1.13
1993,Renal agenesis/hypoplasia,All,All,72,282326,2.55
1993,Bladder exstrophy,All,All,10,282326,0.35
1993,Gastroschisis,All,All,38,282326,1.35
1993,Omphalocele,All,All,39,282326,1.38
1993,Diaphragmatic hernia,All,All,60,282326,2.13
1993,Trisomy 13,All,All,28,282326,0.99
1993,Trisomy 21 (Down syndrome),All,All,316,282326,11.19
1993,Trisomy 18,All,All,31,282326,1.1
1993,Hypospadias,All,All,954,282326,33.79
1993,Turner syndrome,All,All,23,282326,0.81
1993,Deletion 22q11.2,All,All,11,282326,0.39
1993,Limb deficiencies (reduction defects),All,All,115,282326,4.07
1993,Craniosynostosis,All,All,137,282326,4.85
1993,Clubfoot,All,All,318,282326,11.26
1993,Congenital posterior urethral valves,All,All,23,282326,0.81
1993,Small intestinal atresia/stenosis,All,All,91,282326,3.22
1993,Cleft lip alone,All,All,64,282326,2.27
1993,Cleft lip with cleft palate,All,All,120,282326,4.25
1993,Single ventricle,All,All,34,282326,1.2
1993,Interrupted aortic arch,All,All,16,282326,0.57
1993,Double outlet right ventricle,All,All,58,282326,2.05
1993,Holoprosencephaly,All,All,8,282326,0.28
1993,Anencephalus,All,"NYS excluding
NYC",15,152780,0.98
1993,Spina bifida without anencephalus,All,"NYS excluding
NYC",39,152780,2.55
1993,Encephalocele,All,"NYS excluding
NYC",8,152780,0.52
1993,Anophthalmia/microphthalmia,All,"NYS excluding
NYC",15,152780,0.98
1993,Congenital cataract,All,"NYS excluding
NYC",29,152780,1.9
1993,Anotia/microtia,All,"NYS excluding
NYC",16,152780,1.05
1993,Common truncus (truncus arteriosus),All,"NYS excluding
NYC",15,152780,0.98
1993,Transposition of the great arteries (TGA),All,"NYS excluding
NYC",17,152780,1.11
1993,Dextro-transposition of great arteries (d-TGA),All,"NYS excluding
NYC",14,152780,0.92
1993,Tetralogy of Fallot,All,"NYS excluding
NYC",65,152780,4.25
1993,Ventricular septal defect,All,"NYS excluding
NYC",555,152780,36.33
1993,Atrial septal defect,All,"NYS excluding
NYC",225,152780,14.73
1993,"Atrioventricular septal defect (Endocardial
cushion defect)",All,"NYS excluding
NYC",67,152780,4.39
1993,Pulmonary valve atresia and stenosis,All,"NYS excluding
NYC",131,152780,8.57
1993,Pulmonary valve atresia,All,"NYS excluding
NYC",10,152780,0.65
1993,Tricuspid valve atresia and stenosis,All,"NYS excluding
NYC",19,152780,1.24
1993,Tricuspid valve atresia,All,"NYS excluding
NYC",16,152780,1.05
1993,Ebstein anomaly,All,"NYS excluding
NYC",10,152780,0.65
1993,Aortic valve stenosis,All,"NYS excluding
NYC",20,152780,1.31
1993,Hypoplastic left heart syndrome,All,"NYS excluding
NYC",26,152780,1.7
1993,Coarctation of the aorta,All,"NYS excluding
NYC",72,152780,4.71
1993,Total anomalous pulmonary venous connection,All,"NYS excluding
NYC",15,152780,0.98
1993,Cleft palate alone,All,"NYS excluding
NYC",97,152780,6.35
